time,ch1,ch2,ch3,ch4
1764927742.3966074,-195.27139638643712,2.6441092686727643,-0.12715659849345684,4.465440547093749
1764927742.4016075,-57.396244619973004,57.09705262351781,53.02056167181581,53.50300876609981
1764927742.4066074,14.093812983017415,11.713366661220789,5.63602923322469,15.640261614695191
1764927742.4116075,-188.33949181856588,5.067564439959824,-2.4309349711984396,3.3285109605640173
1764927742.4166074,-221.86956487130374,133.03198132384568,122.96417064312845,133.67898401618004
1764927742.4216075,-72.70739503856748,51.83501338586211,46.73378984630108,50.76166209857911
1764927742.4266074,5.338707186747342,0.9087956892326474,-2.905902265571058,2.730126967653632
1764927742.4316075,-196.8851632173173,-0.49366679415106773,-3.425748359411955,-2.973220464773476
1764927742.4366074,-228.05535939801484,130.30933415610343,126.46471700165421,130.38413215521723
1764927742.4416075,-70.1829625684768,46.849726744927466,43.685771382413805,44.77782216947526
1764927742.4466074,1.1014005369506776,2.3037783727049828,1.5071796821430326,-5.751966131851077
1764927742.4516075,-191.50718708103523,8.160461703315377,3.429488259367645,9.069257392548025
1764927742.4566073,-213.96341636497527,136.30813368503004,130.7618620507419,136.77562117949128
1764927742.4616075,-51.21792989317328,61.0650864765048,56.2480953335762,55.19718344602734
1764927742.4666073,16.827679850626737,10.262285478413105,9.117876091971993,12.50248555187136
1764927742.4716074,-178.75412823213264,13.400061541236937,12.46134665235877,13.549657539464533
1764927742.4766073,-209.78594811446965,138.57077315822244,136.031381088309,139.41973044816405
1764927742.4816074,-55.54125424195081,56.74550202768296,57.5832396177575,60.09645238798112
1764927742.4866073,10.985956119839102,11.69466716144234,4.7683724435046315,8.138022303581238
1764927742.4916074,-179.78634061990306,5.871642930433154,6.926294717937708,8.796244695782661
1764927742.4966073,-205.12229286972433,133.45459001883864,124.77428222168237,132.12692553456873
1764927742.5016074,-60.111411987803876,49.82294720970094,42.75079639349133,48.34568672720343
1764927742.5066073,0.8283878401853144,2.139222774654627,-7.281585213728249,0.18325509782880545
1764927742.5116074,-186.74255453748628,-2.165402074344456,-5.2508195377886295,0.3178914962336421
1764927742.5166073,-221.38711777701974,124.41899172589183,120.83990746829659,125.58210061211139
1764927742.5216074,-77.19527498539537,46.068087654188275,40.58913421910256,50.952396996319294
1764927742.5266075,0.2524432470090687,-3.4781069587916136,-3.9268949534744024,-4.233566749840975
1764927742.5316074,-195.441561834421,0.9162754891440272,-2.217760673724115,-2.2439399734139442
1764927742.5366075,-225.68800272606313,125.61201981175691,122.29472855105996,124.00760273076594
1764927742.5416074,-67.63983059860766,50.42881100252271,45.641739059239626,46.16158515308052
1764927742.5466075,6.685071170795709,3.010619464330375,0.24309349711984396,1.7016544798389077
1764927742.5516074,-181.82084619579837,10.273505178280175,5.538791834376752,8.680307797156274
1764927742.5566075,-215.44441674742848,139.90217754244804,131.03113484755158,135.56015369389206
1764927742.5616074,-53.02804147172719,59.59530579391867,60.77337427996099,56.27053473331034
1764927742.5666075,11.47214311407879,12.158414755947888,6.503686022944748,12.367849153466523
1764927742.5716074,-167.25393586838618,15.31115041859448,9.753659084439278,13.998445534147322
1764927742.5766075,-217.56867992226034,137.59091936983168,133.60418601706624,134.19509021006525
1764927742.5816073,-64.59555203467607,52.23892258107662,47.691204234957695,57.00729502458125
1764927742.5866075,-2.975090414751321,-1.2379068853333592,1.6231165807694197,-0.6881415918469429
1764927742.5916073,-188.63868381502107,7.992166205309331,-3.388349359855056,1.166848786175251
1764927742.5966074,-221.37215817719698,130.01762195955962,125.0959136178717,124.87899942044169
1764927742.6016073,-77.39348968304694,50.58214690070599,44.093420477584004,45.91849165596068
1764927742.6066074,-1.8456406281329691,3.429488259367645,2.169141974300146,5.456514035351574
1764927742.6116073,-180.78489390807226,13.336483241990209,3.104116963222623,5.64350903313607
1764927742.6166074,-217.3218465251848,134.00435531232506,127.15285859350115,128.92557117249817
1764927742.6216073,-71.79859934933484,58.63041160535067,49.714490110985935,53.6563446642831
1764927742.6266074,6.857106568757445,10.827010371722281,6.1371758272871375,2.378576371818781
1764927742.6316073,-177.24320865003392,7.446140811778605,5.879122730344534,6.413928424008191
1764927742.6366074,-223.93398964684457,131.67439763993025,126.82748729735613,129.45289706625044
