time,ch1,ch2,ch3,ch4
1764928695.469048,1.8325509782880545,20.19171986076981,13.482339340262115,16.201246608048677
1764928695.4740481,-19.118368573486805,-385.0264403382316,-386.87021101638675,-397.58128448948264
1764928695.479048,1.1182300867512822,13.037291245535016,11.70588686130941,6.668241620995104
1764928695.4840481,4.1251096511259675,23.516490921378136,19.499838368967175,16.249865307472646
1764928695.489048,-21.68020004313439,-412.9373137075454,-416.7258323626593,-420.55175001733005
1764928695.494048,-19.623255067504942,-381.37068813154474,-384.65806019259617,-392.8746203952469
1764928695.499048,0.06731819920241833,15.612212365027517,15.256921869236976,12.66517119994387
1764928695.504048,4.211127350106835,25.837098843883723,19.707402816507965,18.548033830244094
1764928695.509048,-13.830150036141276,-400.51897590467706,-408.48870271025226,-416.5930659142323
1764928695.514048,-21.238891848362982,-386.93752921558917,-390.2548204762861,-397.0427388958633
1764928695.519048,3.8782762540504336,24.58610230870545,19.69805306661874,16.05913040973246
1764928695.524048,0.5983839929103851,30.689619036391377,23.269657524302602,25.487418198026717
1764928695.529048,-8.43721430003643,-402.46933373156935,-410.61483583506197,-416.6510343635455
1764928695.534048,-17.394274693913758,-387.29094976140186,-393.37202708935365,-393.56276198709384
1764928695.539048,-10.097729880362749,17.822493238840252,14.939030373003334,6.161485176999122
1764928695.544048,9.054297792725265,27.280700226780027,20.174890310969204,21.820446291472763
1764928695.549048,-15.610342415049672,-402.23185008438304,-410.2090566898696,-414.8801917345263
1764928695.554048,-19.2679645717144,-381.60069197881967,-381.9298031749204,-387.9211229039356
1764928695.559048,6.795398219488561,25.049849903210998,23.849342017434537,20.92100035212934
1764928695.564048,1.492220082320273,29.78082334715873,23.753974568564445,23.019084227271378
1764928695.569048,-11.380515565164387,-403.9727735137567,-409.19180390192196,-413.50951840076596
1764928695.574048,-18.96503267530352,-385.33124218462035,-386.0773522257805,-391.0832083164714
1764928695.579048,4.600076945498586,31.080438581760973,28.15022696647793,24.550573259126395
1764928695.584048,0.6769218919798732,28.54291646182537,24.68894955748692,17.495251992717385
1764928695.589048,-15.943193511106074,-408.55041105952114,-418.30594009393826,-419.78133062645793
1764928695.594048,-19.873828364536166,-380.63018794031814,-379.5512268031016,-393.77219638461247
1764928695.5990481,4.783332043327391,28.33161211432889,25.266764100641012,22.658183881547302
1764928695.604048,5.22090033814311,28.13152746669948,24.232681762892753,22.871358179021627
1764928695.6090481,-17.495251992717385,-408.2699185628444,-412.38193856412545,-415.56833332637325
1764928695.614048,-10.277245078235865,-380.2711575445719,-380.78913368843496,-390.5614922726527
1764928695.619048,14.589349727146327,26.40556363714859,22.90314732864499,22.08784913830459
1764928695.624048,2.5618314696475863,28.885117307770997,21.820446291472763,16.528487854171544
1764928695.629048,-20.05708346236497,-410.2053167899139,-417.46446260390803,-426.76185389375314
1764928695.634048,-15.023178122006357,-382.16541687212884,-386.1521502248943,-395.7786527108401
1764928695.639048,-3.339730660431087,31.609634425491095,27.00581758003682,19.71675256639719
1764928695.644048,10.325863777659833,31.73305112402886,31.36280102841556,25.76417079474777
1764928695.649048,-17.588749491609633,-413.14674810506403,-416.6398146636784,-423.58854878135026
1764928695.654048,-24.245771412737668,-384.07837569946423,-384.92733298940584,-395.3466942659579
1764928695.659048,-2.584270869381726,33.862924148794264,33.57495185220614,31.102877981495112
1764928695.664048,-0.8639168897643685,27.952012268826365,27.140453978441656,20.389934558421373
1764928695.669048,-12.682000749744475,-414.3809150904417,-423.0238238880411,-425.33882196061313
1764928695.674048,-9.125355891883373,-384.77773699117824,-385.6902725803666,-387.81827565515414
1764928695.679048,13.721692937426269,41.64939585654065,43.28373213717714,40.40026927134022
1764928695.684048,8.06322430446744,47.55095798661932,40.20018462371081,34.73245088849217
1764928695.689048,-15.131635220721364,-406.7234699311666,-414.14530139323324,-419.7626311266795
1764928695.694048,-9.697560585103929,-382.3598916698247,-390.3090490256436,-391.3973599127494
1764928695.699048,-0.9424547888338566,36.69589836522937,34.45756824174896,27.1423239284195
1764928695.704048,4.330804148688912,29.341385102365166,27.604201572947204,18.95381297543645
1764928695.709048,-15.169034220278263,-417.0381140089594,-422.74707129132,-431.10574769228697
1764928695.714048,-20.775144253857434,-375.2092029545456,-382.69835261581466,-392.6427465979941
1764928695.719048,-8.43721430003643,35.44303188007325,31.794759473297745,29.15065020462498
1764928695.7240481,6.930034617893398,34.4426086419262,23.38559442292899,26.96093878056854
